work_order_id,equipment_id,customer_id,technician_id,maintenance_type,priority,source_signal_id,scheduled_date,actual_start,actual_completion,downtime_hours,sla_target_hours,labor_hours,total_cost,warranty_flag,status,root_cause,follow_up_required
5846,316,16,7,Preventive,Routine,,2021-03-01,2021-03-01 09:33:31.748754,2021-03-01 20:51:31.748754,11.3,12,7.3,159204.0,True,Completed,,False
5847,316,16,23,Preventive,Routine,,2021-07-02,2021-07-02 10:45:00.673308,2021-07-02 18:51:00.673308,8.1,12,4.6,4932.0,False,Completed,,False
5848,316,16,3,Preventive,Routine,,2021-11-02,2021-11-02 12:55:51.344647,2021-11-02 19:37:51.344647,6.7,12,2.9,12378.0,False,Completed,,False
5849,316,16,19,Corrective,High,,2022-03-16,2022-03-16 13:19:28.710316,2022-03-17 23:07:28.710316,33.8,12,19.9,7401.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
5850,316,16,11,Preventive,Routine,,2022-07-28,2022-07-28 10:35:23.634470,2022-07-28 16:59:23.634470,6.4,12,3.1,89478.0,False,Completed,,False
5851,316,16,7,Corrective,Critical,,2022-12-10,2022-12-10 08:51:33.200570,2022-12-11 13:39:33.200570,28.8,12,15.6,158817.0,False,Completed,Wear beyond tolerance,False
5852,316,16,23,Preventive,Routine,,2023-04-02,2023-04-02 13:31:41.554541,2023-04-03 01:01:41.554541,11.5,12,7.2,14064.0,False,Completed,,False
5853,316,16,7,Preventive,Routine,,2023-07-25,2023-07-25 13:57:12.833312,2023-07-25 19:57:12.833312,6.0,12,3.7,96540.0,False,Completed,,False
5854,316,16,3,Inspection,Routine,,2023-11-24,2023-11-24 10:29:27.088449,2023-11-24 12:35:27.088449,2.1,12,1.3,1602.0,False,Completed,,False
5855,316,16,15,Inspection,Routine,,2024-03-15,2024-03-15 08:09:38.536496,2024-03-15 10:33:38.536496,2.4,12,1.6,292983.0,False,Completed,,False
5856,316,16,11,Preventive,Routine,,2024-07-19,2024-07-19 08:36:34.690907,2024-07-19 20:30:34.690907,11.9,12,6.0,288018.0,False,Completed,,False
5857,316,16,3,Inspection,Routine,,2024-11-29,2024-11-29 12:05:58.351938,2024-11-29 13:35:58.351938,1.5,12,0.7,149124.0,False,Completed,,False
5858,316,16,11,Preventive,Routine,,2025-03-21,2025-03-21 11:07:38.982635,2025-03-21 18:19:38.982635,7.2,12,5.0,244632.0,False,Completed,,False
5859,316,16,19,Inspection,Routine,,2025-07-14,2025-07-14 12:23:34.099572,2025-07-14 14:29:34.099572,2.1,12,1.0,63165.0,False,Completed,,False
5860,316,16,19,Corrective,Routine,,2025-11-25,2025-11-25 11:54:41.547044,2025-11-25 22:06:41.547044,10.2,12,7.3,59112.0,False,Completed,Fatigue failure,False
5861,316,16,23,Preventive,Routine,,2026-03-18,2026-03-18 13:09:49.605854,2026-03-18 20:51:49.605854,7.7,12,3.6,127188.0,False,Completed,,False
5862,317,16,7,Corrective,Critical,,2023-08-04,2023-08-04 12:20:18.078644,2023-08-07 00:44:18.078644,60.4,12,33.4,37305.0,True,Completed,Contamination in fluid system,False
5863,317,16,23,Preventive,Routine,,2023-11-21,2023-11-21 11:38:56.501961,2023-11-21 21:44:56.501961,10.1,12,6.6,62064.0,True,Completed,,False
5864,317,16,15,Corrective,Critical,,2024-03-07,2024-03-07 09:41:06.562307,2024-03-09 17:05:06.562307,55.4,12,25.5,22602.0,False,Completed,Contamination in fluid system,False
5865,317,16,23,Corrective,Routine,,2024-06-26,2024-06-26 13:21:46.504333,2024-06-26 21:45:46.504333,8.4,12,6.2,76128.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
5866,317,16,3,Preventive,Routine,,2024-09-25,2024-09-25 12:32:09.589448,2024-09-25 19:20:09.589448,6.8,12,4.2,14208.0,False,Completed,,False
5867,317,16,3,Preventive,Routine,,2025-01-03,2025-01-03 09:35:33.344410,2025-01-03 19:23:33.344410,9.8,12,5.4,3708.0,False,Completed,,False
5868,317,16,11,Preventive,Routine,,2025-04-09,2025-04-09 12:46:58.593782,2025-04-10 00:22:58.593782,11.6,12,5.2,14160.0,False,Completed,,False
5869,317,16,19,Preventive,Routine,,2025-07-18,2025-07-18 13:31:08.986316,2025-07-18 22:49:08.986316,9.3,12,6.9,36582.0,False,Completed,,False
5870,317,16,19,Preventive,Routine,,2025-10-18,2025-10-18 10:54:02.548237,2025-10-18 21:12:02.548237,10.3,12,5.0,211800.0,False,Completed,,False
5871,317,16,23,Preventive,Routine,,2026-01-29,2026-01-29 12:00:26.064264,2026-01-29 19:36:26.064264,7.6,12,5.5,14328.0,False,Completed,,False
5872,317,16,15,Corrective,High,,2026-05-01,2026-05-01 08:00:56.008378,2026-05-02 17:24:56.008378,33.4,12,17.3,78582.0,False,Completed,Wear beyond tolerance,False
5873,318,16,7,Preventive,Routine,,2016-02-23,2016-02-23 12:12:50.115441,2016-02-23 17:18:50.115441,5.1,12,2.3,11358.0,False,Completed,,False
5874,318,16,3,Preventive,Routine,,2016-05-27,2016-05-27 11:35:57.584150,2016-05-27 16:35:57.584150,5.0,12,2.2,30720.0,True,Completed,,False
5875,318,16,15,Preventive,Routine,,2016-09-10,2016-09-10 12:38:04.955686,2016-09-10 22:56:04.955686,10.3,12,7.3,44064.0,False,Completed,,False
5876,318,16,19,Preventive,Routine,,2017-01-01,2017-01-01 09:12:06.421503,2017-01-01 13:30:06.421503,4.3,12,1.9,200070.0,True,Completed,,False
5877,318,16,11,Preventive,Routine,,2017-04-10,2017-04-10 12:54:42.978350,2017-04-10 20:00:42.978350,7.1,12,3.2,202356.0,False,Completed,,False
5878,318,16,23,Preventive,Routine,,2017-07-16,2017-07-16 13:02:47.527107,2017-07-17 00:20:47.527107,11.3,12,7.1,63807.0,True,Completed,,False
5879,318,16,3,Corrective,Routine,,2017-10-20,2017-10-20 09:36:50.680175,2017-10-20 22:54:50.680175,13.3,12,7.6,149682.0,True,Completed,Overheating due to blocked cooling path,False
5880,318,16,19,Preventive,Routine,,2018-02-03,2018-02-03 09:40:28.933737,2018-02-03 14:58:28.933737,5.3,12,2.3,161952.0,False,Completed,,False
5881,318,16,19,Preventive,Routine,,2018-05-24,2018-05-24 13:43:09.643655,2018-05-24 22:19:09.643655,8.6,12,5.0,59724.0,False,Completed,,False
5882,318,16,19,Corrective,Routine,,2018-08-28,2018-08-28 10:46:06.367724,2018-08-29 06:04:06.367724,19.3,12,12.8,198498.0,False,Completed,Overheating due to blocked cooling path,False
5883,318,16,7,Inspection,Routine,,2018-12-13,2018-12-13 12:19:19.205761,2018-12-13 13:31:19.205761,1.2,12,0.9,80988.0,False,Completed,,False
5884,318,16,7,Corrective,High,,2019-04-01,2019-04-01 12:04:40.795836,2019-04-02 20:46:40.795836,32.7,12,14.3,59004.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
5885,318,16,3,Preventive,Routine,,2019-07-18,2019-07-18 08:33:04.001205,2019-07-18 17:51:04.001205,9.3,12,3.9,39120.0,False,Completed,,False
5886,318,16,11,Preventive,Routine,,2019-10-23,2019-10-23 10:54:48.631855,2019-10-23 18:36:48.631855,7.7,12,3.5,6501.0,False,Completed,,False
5887,318,16,15,Preventive,Routine,,2020-02-05,2020-02-05 10:02:20.577118,2020-02-05 19:08:20.577118,9.1,12,6.1,50802.0,False,Completed,,False
5888,318,16,23,Inspection,Routine,,2020-05-27,2020-05-27 13:57:59.212469,2020-05-27 15:21:59.212469,1.4,12,0.7,184578.0,False,Completed,,False
5889,318,16,19,Preventive,Routine,,2020-09-17,2020-09-17 10:55:41.284461,2020-09-17 17:25:41.284461,6.5,12,2.8,138444.0,False,Completed,,False
5890,318,16,19,Preventive,Routine,,2020-12-21,2020-12-21 13:22:28.872967,2020-12-21 17:52:28.872967,4.5,12,3.2,48456.0,False,Completed,,False
5891,318,16,23,Preventive,Routine,,2021-04-06,2021-04-06 12:19:39.538506,2021-04-06 19:13:39.538506,6.9,12,3.5,187704.0,False,Completed,,False
5892,318,16,7,Preventive,Routine,,2021-07-09,2021-07-09 11:59:19.090843,2021-07-09 22:17:19.090843,10.3,12,6.2,137346.0,False,Completed,,False
5893,318,16,19,Preventive,Routine,,2021-10-18,2021-10-18 12:16:57.011296,2021-10-18 21:34:57.011296,9.3,12,5.3,335886.0,False,Completed,,False
5894,318,16,23,Preventive,Routine,,2022-01-29,2022-01-29 08:04:55.314858,2022-01-29 17:22:55.314858,9.3,12,5.2,143436.0,False,Completed,,False
5895,318,16,3,Preventive,Routine,,2022-05-21,2022-05-21 08:53:28.564905,2022-05-21 20:17:28.564905,11.4,12,8.5,188490.0,False,Completed,,False
5896,318,16,11,Preventive,Routine,,2022-08-31,2022-08-31 09:44:30.609572,2022-08-31 18:02:30.609572,8.3,12,6.0,109779.0,False,Completed,,False
5897,318,16,7,Preventive,Routine,,2022-12-07,2022-12-07 11:15:12.895515,2022-12-07 21:39:12.895515,10.4,12,5.5,140868.0,False,Completed,,False
5898,318,16,15,Corrective,Critical,,2023-03-28,2023-03-28 11:39:04.730229,2023-03-31 03:03:04.730229,63.4,12,43.1,167358.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
5899,318,16,11,Corrective,Routine,,2023-07-14,2023-07-14 13:21:57.286845,2023-07-14 21:15:57.286845,7.9,12,3.9,15864.0,False,Completed,Overheating due to blocked cooling path,False
5900,318,16,19,Corrective,Critical,,2023-10-16,2023-10-16 09:18:59.072210,2023-10-17 19:30:59.072210,34.2,12,19.4,14151.0,False,Completed,Fatigue failure,False
5901,318,16,7,Preventive,Routine,,2024-01-19,2024-01-19 09:13:22.409009,2024-01-19 21:13:22.409009,12.0,12,6.3,18006.0,False,Completed,,False
5902,318,16,7,Corrective,Routine,,2024-04-19,2024-04-19 09:58:33.312222,2024-04-19 17:22:33.312222,7.4,12,5.5,37869.0,False,Completed,Fatigue failure,False
5903,318,16,23,Preventive,Routine,,2024-07-23,2024-07-23 08:58:19.371116,2024-07-23 20:16:19.371116,11.3,12,5.0,167796.0,False,Completed,,False
5904,318,16,23,Corrective,High,,2024-11-08,2024-11-08 09:56:28.033567,2024-11-09 11:32:28.033567,25.6,12,18.2,272316.0,False,Completed,Overheating due to blocked cooling path,False
5905,318,16,19,Preventive,Routine,,2025-02-11,2025-02-11 10:03:41.444121,2025-02-11 15:51:41.444121,5.8,12,3.9,6174.0,False,Completed,,False
5906,318,16,3,Preventive,Routine,,2025-05-21,2025-05-21 10:07:20.634709,2025-05-21 17:19:20.634709,7.2,12,3.5,219282.0,False,Completed,,False
5907,318,16,19,Inspection,Routine,,2025-08-26,2025-08-26 12:37:57.599357,2025-08-26 15:13:57.599357,2.6,12,1.4,69906.0,False,Completed,,False
5908,318,16,19,Preventive,Routine,,2025-12-07,2025-12-07 10:53:24.035950,2025-12-07 15:11:24.035950,4.3,12,1.8,8076.0,False,Completed,,False
5909,318,16,3,Inspection,Routine,,2026-03-25,2026-03-25 13:17:22.724453,2026-03-25 14:53:22.724453,1.6,12,1.1,1281.0,False,Completed,,False
5910,318,16,23,Corrective,Critical,,2026-06-30,2026-06-30 09:25:19.922984,2026-07-01 15:37:19.922984,30.2,12,20.0,70746.0,False,Completed,Overheating due to blocked cooling path,False
5911,319,16,15,Preventive,Routine,,2024-09-03,2024-09-03 11:24:15.402545,2024-09-03 16:36:15.402545,5.2,12,3.5,69144.0,False,Completed,,False
5912,319,16,3,Preventive,Routine,,2025-02-04,2025-02-04 11:22:11.266260,2025-02-04 21:40:11.266260,10.3,12,4.3,4308.0,True,Completed,,False
5913,319,16,11,Preventive,Routine,,2025-06-26,2025-06-26 08:55:18.052271,2025-06-26 14:55:18.052271,6.0,12,3.9,187662.0,True,Completed,,False
5914,319,16,11,Preventive,Routine,,2025-11-11,2025-11-11 13:02:39.820421,2025-11-11 17:32:39.820421,4.5,12,2.7,154842.0,False,Completed,,False
5915,319,16,23,Preventive,Routine,,2026-04-10,2026-04-10 11:13:59.300004,2026-04-10 17:01:59.300004,5.8,12,3.0,35880.0,True,Completed,,False
5916,320,16,23,Corrective,Routine,,2021-10-11,2021-10-11 08:05:05.963051,2021-10-11 18:29:05.963051,10.4,12,7.1,228138.0,True,Completed,Contamination in fluid system,False
5917,320,16,7,Preventive,Routine,,2022-01-28,2022-01-28 10:20:09.874940,2022-01-28 18:20:09.874940,8.0,12,5.3,69810.0,False,Completed,,False
5918,320,16,15,Corrective,Critical,,2022-05-12,2022-05-12 11:41:25.766381,2022-05-15 02:29:25.766381,62.8,12,31.5,15474.0,True,Completed,Fatigue failure,False
5919,320,16,3,Preventive,Routine,,2022-08-14,2022-08-14 11:46:42.004856,2022-08-14 18:22:42.004856,6.6,12,3.5,2796.0,True,Completed,,False
5920,320,16,7,Preventive,Routine,,2022-11-26,2022-11-26 10:39:26.249385,2022-11-26 18:51:26.249385,8.2,12,3.7,472626.0,True,Completed,,False
5921,320,16,19,Preventive,Routine,,2023-03-17,2023-03-17 10:06:55.468541,2023-03-17 21:00:55.468541,10.9,12,6.1,8166.0,True,Completed,,False
5922,320,16,19,Preventive,Routine,,2023-07-02,2023-07-02 12:45:24.844161,2023-07-02 22:03:24.844161,9.3,12,4.7,22392.0,False,Completed,,False
5923,320,16,15,Preventive,Routine,,2023-10-11,2023-10-11 09:06:34.056008,2023-10-11 14:48:34.056008,5.7,12,2.8,47415.0,False,Completed,,False
5924,320,16,11,Preventive,Routine,,2024-01-19,2024-01-19 13:57:52.885714,2024-01-20 01:27:52.885714,11.5,12,6.7,8559.0,False,Completed,,False
5925,320,16,3,Preventive,Routine,,2024-05-10,2024-05-10 10:38:20.226799,2024-05-10 18:14:20.226799,7.6,12,3.8,58938.0,False,Completed,,False
5926,320,16,23,Preventive,Routine,,2024-08-11,2024-08-11 08:37:39.343391,2024-08-11 19:01:39.343391,10.4,12,7.4,94812.0,False,Completed,,False
5927,320,16,7,Preventive,Routine,,2024-11-23,2024-11-23 12:59:10.356476,2024-11-23 21:17:10.356476,8.3,12,4.6,71508.0,False,Completed,,False
5928,320,16,15,Corrective,High,,2025-03-15,2025-03-15 09:59:04.890544,2025-03-15 22:59:04.890544,13.0,12,8.0,82893.0,False,Completed,Wear beyond tolerance,False
5929,320,16,3,Preventive,Routine,,2025-06-28,2025-06-28 12:29:26.863879,2025-06-28 22:59:26.863879,10.5,12,5.6,92094.0,False,Completed,,False
5930,320,16,23,Corrective,Critical,,2025-09-27,2025-09-27 11:58:12.202648,2025-09-29 18:04:12.202648,54.1,12,36.2,170676.0,False,Completed,Wear beyond tolerance,False
5931,320,16,15,Preventive,Routine,,2026-01-03,2026-01-03 12:04:38.911614,2026-01-03 16:46:38.911614,4.7,12,3.3,468906.0,False,Completed,,False
5932,320,16,7,Preventive,Routine,,2026-04-17,2026-04-17 13:57:13.138044,2026-04-17 19:39:13.138044,5.7,12,4.2,96402.0,False,Completed,,False
5933,321,16,3,Preventive,Routine,,2021-12-31,2021-12-31 09:41:24.870848,2021-12-31 15:23:24.870848,5.7,12,2.5,189234.0,True,Completed,,False
5934,321,16,15,Inspection,Routine,,2022-04-10,2022-04-10 13:53:23.514418,2022-04-10 16:05:23.514418,2.2,12,1.2,98256.0,False,Completed,,False
5935,321,16,7,Preventive,Routine,,2022-07-28,2022-07-28 12:11:59.640339,2022-07-28 16:41:59.640339,4.5,12,3.1,211458.0,False,Completed,,False
5936,321,16,19,Preventive,Routine,,2022-11-01,2022-11-01 12:38:59.178451,2022-11-02 00:26:59.178451,11.8,12,7.7,52344.0,True,Completed,,False
5937,321,16,23,Preventive,Routine,,2023-02-10,2023-02-10 11:48:58.634216,2023-02-10 23:30:58.634216,11.7,12,8.1,264570.0,True,Completed,,False
5938,321,16,11,Preventive,Routine,,2023-05-16,2023-05-16 08:52:23.168208,2023-05-16 17:10:23.168208,8.3,12,3.9,12330.0,False,Completed,,False
5939,321,16,23,Preventive,Routine,,2023-08-21,2023-08-21 09:42:23.104679,2023-08-21 14:12:23.104679,4.5,12,3.3,161106.0,True,Completed,,False
5940,321,16,15,Corrective,Critical,,2023-11-21,2023-11-21 08:00:27.802549,2023-11-24 05:30:27.802549,69.5,12,46.5,32481.0,False,Completed,Wear beyond tolerance,False
5941,321,16,23,Preventive,Routine,,2024-03-15,2024-03-15 13:15:58.366564,2024-03-15 20:57:58.366564,7.7,12,3.5,125346.0,False,Completed,,False
5942,321,16,7,Preventive,Routine,,2024-06-20,2024-06-20 10:52:21.105675,2024-06-20 15:16:21.105675,4.4,12,2.8,21765.0,False,Completed,,False
5943,321,16,7,Preventive,Routine,,2024-09-28,2024-09-28 09:06:45.134808,2024-09-28 15:54:45.134808,6.8,12,3.0,26988.0,False,Completed,,False
5944,321,16,11,Preventive,Routine,,2025-01-04,2025-01-04 13:13:07.305913,2025-01-04 18:31:07.305913,5.3,12,3.0,33600.0,False,Completed,,False
5945,321,16,19,Preventive,Routine,,2025-04-07,2025-04-07 09:13:25.019712,2025-04-07 16:25:25.019712,7.2,12,4.7,1815.0,False,Completed,,False
5946,321,16,3,Inspection,Routine,,2025-07-31,2025-07-31 08:12:55.073588,2025-07-31 10:54:55.073588,2.7,12,2.0,123480.0,False,Completed,,False
5947,321,16,19,Inspection,Routine,,2025-11-05,2025-11-05 08:08:11.452185,2025-11-05 09:20:11.452185,1.2,12,0.8,25452.0,False,Completed,,False
5948,321,16,23,Preventive,Routine,,2026-02-05,2026-02-05 09:24:55.904984,2026-02-05 17:36:55.904984,8.2,12,6.0,149964.0,False,Completed,,False
5949,321,16,19,Preventive,Routine,,2026-05-22,2026-05-22 09:30:39.246765,2026-05-22 17:12:39.246765,7.7,12,5.0,24840.0,False,Completed,,False
5950,322,16,15,Preventive,Routine,,2025-02-04,2025-02-04 10:28:34.656347,2025-02-04 18:34:34.656347,8.1,12,3.9,152664.0,True,Completed,,False
5951,322,16,15,Preventive,Routine,,2025-05-29,2025-05-29 10:57:36.865750,2025-05-29 18:45:36.865750,7.8,12,4.7,53115.0,False,Completed,,False
5952,322,16,11,Inspection,Routine,,2025-09-16,2025-09-16 11:26:09.864077,2025-09-16 13:14:09.864077,1.8,12,1.0,18876.0,True,Completed,,False
5953,322,16,7,Preventive,Routine,,2026-01-07,2026-01-07 11:40:32.359372,2026-01-07 15:40:32.359372,4.0,12,2.0,126216.0,True,Completed,,False
5954,322,16,3,Corrective,Critical,,2026-04-27,2026-04-27 10:08:32.649364,2026-04-28 11:32:32.649364,25.4,12,15.2,48792.0,True,Completed,Fatigue failure,False
5955,323,16,23,Corrective,Routine,,2016-08-23,2016-08-23 08:07:25.891539,2016-08-23 23:43:25.891539,15.6,12,10.9,98406.0,False,Completed,Fatigue failure,False
5956,323,16,7,Corrective,High,,2016-12-16,2016-12-16 12:22:35.201358,2016-12-17 16:16:35.201358,27.9,12,15.7,288909.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
5957,323,16,7,Corrective,Critical,,2017-04-09,2017-04-09 11:49:55.855297,2017-04-11 04:25:55.855297,40.6,12,17.4,507924.0,False,Completed,Overheating due to blocked cooling path,False
5958,323,16,7,Corrective,Routine,,2017-08-03,2017-08-03 10:56:03.067805,2017-08-03 18:38:03.067805,7.7,12,5.4,143814.0,False,Completed,Wear beyond tolerance,False
5959,323,16,11,Preventive,Routine,,2017-11-22,2017-11-22 10:59:34.079914,2017-11-22 18:47:34.079914,7.8,12,5.4,223272.0,True,Completed,,False
5960,323,16,7,Preventive,Routine,,2018-03-31,2018-03-31 13:05:51.152867,2018-03-31 21:23:51.152867,8.3,12,4.5,153456.0,False,Completed,,False
5961,323,16,11,Preventive,Routine,,2018-07-24,2018-07-24 10:06:45.924225,2018-07-24 20:42:45.924225,10.6,12,5.4,8268.0,False,Completed,,False
5962,323,16,11,Preventive,Routine,,2018-11-26,2018-11-26 12:44:44.918588,2018-11-27 00:08:44.918588,11.4,12,6.8,94704.0,False,Completed,,False
5963,323,16,3,Preventive,Routine,,2019-03-22,2019-03-22 12:39:45.559747,2019-03-22 17:45:45.559747,5.1,12,3.0,9546.0,False,Completed,,False
5964,323,16,15,Preventive,Routine,,2019-07-19,2019-07-19 08:12:33.172126,2019-07-19 14:18:33.172126,6.1,12,3.2,25371.0,False,Completed,,False
5965,323,16,23,Corrective,High,,2019-11-21,2019-11-21 11:48:14.573763,2019-11-22 19:54:14.573763,32.1,12,18.1,96624.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
5966,323,16,19,Corrective,High,,2020-04-04,2020-04-04 11:02:49.918308,2020-04-04 23:44:49.918308,12.7,12,6.8,7494.0,False,Completed,Wear beyond tolerance,True
5967,323,16,11,Preventive,Routine,,2020-08-01,2020-08-01 10:25:50.881431,2020-08-01 19:25:50.881431,9.0,12,5.2,180714.0,False,Completed,,False
5968,323,16,19,Preventive,Routine,,2020-11-28,2020-11-28 12:53:04.959840,2020-11-28 21:47:04.959840,8.9,12,5.3,178794.0,False,Completed,,False
5969,323,16,3,Preventive,Routine,,2021-04-02,2021-04-02 13:57:19.914145,2021-04-02 19:15:19.914145,5.3,12,3.7,10356.0,False,Completed,,False
5970,323,16,3,Corrective,Critical,,2021-08-13,2021-08-13 10:51:59.102064,2021-08-14 20:39:59.102064,33.8,12,18.8,66312.0,False,Completed,Overheating due to blocked cooling path,True
5971,323,16,15,Preventive,Routine,,2021-12-03,2021-12-03 12:17:16.890327,2021-12-03 18:17:16.890327,6.0,12,2.7,45972.0,False,Completed,,False
5972,323,16,23,Inspection,Routine,,2022-03-26,2022-03-26 09:05:37.106597,2022-03-26 11:17:37.106597,2.2,12,1.6,100152.0,False,Completed,,False
5973,323,16,15,Preventive,Routine,,2022-08-03,2022-08-03 11:29:09.133932,2022-08-03 21:47:09.133932,10.3,12,4.5,7194.0,False,Completed,,False
5974,323,16,11,Inspection,Routine,,2022-11-23,2022-11-23 11:59:30.740692,2022-11-23 14:41:30.740692,2.7,12,1.1,59478.0,False,Completed,,False
5975,323,16,15,Preventive,Routine,,2023-03-22,2023-03-22 13:41:08.458208,2023-03-22 18:47:08.458208,5.1,12,2.1,110502.0,False,Completed,,False
5976,323,16,3,Corrective,Critical,,2023-07-19,2023-07-19 13:51:23.456417,2023-07-20 19:27:23.456417,29.6,12,14.5,246969.0,False,Completed,Contamination in fluid system,False
5977,323,16,15,Preventive,Routine,,2023-11-06,2023-11-06 11:53:40.522394,2023-11-06 19:53:40.522394,8.0,12,3.5,285630.0,False,Completed,,False
5978,323,16,11,Preventive,Routine,,2024-03-08,2024-03-08 09:54:26.109731,2024-03-08 18:24:26.109731,8.5,12,5.3,71634.0,False,Completed,,False
5979,323,16,3,Preventive,Routine,,2024-07-18,2024-07-18 11:04:55.749562,2024-07-18 15:28:55.749562,4.4,12,2.2,23994.0,False,Completed,,False
5980,323,16,11,Corrective,High,,2024-11-05,2024-11-05 11:26:57.669088,2024-11-06 23:26:57.669088,36.0,12,24.4,91602.0,False,Completed,Fatigue failure,False
5981,323,16,11,Preventive,Routine,,2025-03-20,2025-03-20 11:12:02.108985,2025-03-20 17:54:02.108985,6.7,12,4.2,32562.0,False,Completed,,False
5982,323,16,11,Preventive,Routine,,2025-07-15,2025-07-15 09:28:48.920391,2025-07-15 16:04:48.920391,6.6,12,2.9,71202.0,False,Completed,,False
5983,323,16,7,Corrective,Routine,,2025-11-19,2025-11-19 13:23:14.656851,2025-11-20 03:23:14.656851,14.0,12,7.7,174894.0,False,Completed,Contamination in fluid system,False
5984,323,16,11,Preventive,Routine,,2026-04-03,2026-04-03 08:38:24.857545,2026-04-03 13:20:24.857545,4.7,12,3.2,82656.0,False,Completed,,False
5985,324,16,19,Preventive,Routine,,2025-12-15,2025-12-15 09:38:43.257802,2025-12-15 13:56:43.257802,4.3,12,2.5,243498.0,False,Completed,,False
5986,324,16,3,Preventive,Routine,,2026-04-11,2026-04-11 12:07:36.818463,2026-04-11 22:43:36.818463,10.6,12,6.0,211980.0,True,Completed,,False
5987,325,16,3,Corrective,High,,2024-01-12,2024-01-12 13:44:31.054691,2024-01-13 18:56:31.054691,29.2,12,20.8,164940.0,True,Completed,Fatigue failure,False
5988,325,16,15,Preventive,Routine,,2024-05-05,2024-05-05 12:38:13.504848,2024-05-05 18:56:13.504848,6.3,12,4.4,7404.0,True,Completed,,False
5989,325,16,23,Preventive,Routine,,2024-08-25,2024-08-25 12:13:04.145713,2024-08-25 22:13:04.145713,10.0,12,7.3,255306.0,False,Completed,,False
5990,325,16,3,Preventive,Routine,,2024-12-24,2024-12-24 10:10:09.410162,2024-12-24 19:22:09.410162,9.2,12,6.7,78270.0,False,Completed,,False
5991,325,16,3,Preventive,Routine,,2025-04-24,2025-04-24 11:39:03.640474,2025-04-24 22:21:03.640474,10.7,12,6.1,277890.0,False,Completed,,False
5992,325,16,19,Corrective,Critical,,2025-08-12,2025-08-12 11:31:25.974186,2025-08-13 13:07:25.974186,25.6,12,18.4,203724.0,True,Completed,Contamination in fluid system,False
5993,325,16,11,Preventive,Routine,,2025-12-15,2025-12-15 10:18:50.351201,2025-12-15 22:06:50.351201,11.8,12,5.8,5376.0,True,Completed,,False
5994,325,16,23,Preventive,Routine,,2026-04-29,2026-04-29 12:44:48.496338,2026-04-29 20:56:48.496338,8.2,12,4.9,36222.0,False,Completed,,False
5995,326,17,14,Preventive,Routine,,2016-06-05,2016-06-05 10:48:05.085659,2016-06-05 22:24:05.085659,11.6,24,5.2,11880.0,True,Completed,,False
5996,326,17,14,Corrective,Routine,,2016-09-10,2016-09-10 08:11:56.076402,2016-09-10 15:47:56.076402,7.6,24,3.5,105282.0,False,Completed,Wear beyond tolerance,False
5997,326,17,10,Preventive,Routine,,2016-12-16,2016-12-16 13:44:43.532497,2016-12-16 19:50:43.532497,6.1,24,3.2,13344.0,True,Completed,,False
5998,326,17,10,Corrective,Critical,,2017-04-09,2017-04-09 08:30:18.780172,2017-04-10 17:24:18.780172,32.9,24,18.6,306075.0,False,Completed,Wear beyond tolerance,False
5999,326,17,10,Preventive,Routine,,2017-08-02,2017-08-02 12:55:32.558401,2017-08-03 00:49:32.558401,11.9,24,5.0,291144.0,False,Completed,,False
6000,326,17,18,Preventive,Routine,,2017-11-22,2017-11-22 10:33:30.320607,2017-11-22 21:03:30.320607,10.5,24,4.6,17928.0,False,Completed,,False
6001,326,17,14,Preventive,Routine,,2018-02-20,2018-02-20 12:01:10.330434,2018-02-20 17:49:10.330434,5.8,24,4.2,1725.0,False,Completed,,False
6002,326,17,2,Corrective,High,,2018-05-29,2018-05-29 09:00:42.064039,2018-05-29 21:30:42.064039,12.5,24,5.4,63900.0,False,Completed,Wear beyond tolerance,True
6003,326,17,2,Preventive,Routine,,2018-09-05,2018-09-05 12:11:23.534307,2018-09-05 19:35:23.534307,7.4,24,5.4,3708.0,False,Completed,,False
6004,326,17,10,Preventive,Routine,,2018-12-25,2018-12-25 09:52:32.027646,2018-12-25 18:16:32.027646,8.4,24,3.6,18204.0,False,Completed,,False
6005,326,17,18,Corrective,High,,2019-03-25,2019-03-25 09:26:32.018898,2019-03-26 04:08:32.018898,18.7,24,13.7,205956.0,False,Completed,Contamination in fluid system,False
6006,326,17,2,Preventive,Routine,,2019-07-07,2019-07-07 08:57:17.296587,2019-07-07 20:27:17.296587,11.5,24,6.2,83196.0,False,Completed,,False
6007,326,17,22,Preventive,Routine,,2019-10-19,2019-10-19 09:16:57.680829,2019-10-19 13:34:57.680829,4.3,24,2.8,13386.0,False,Completed,,False
6008,326,17,14,Preventive,Routine,,2020-01-18,2020-01-18 12:28:15.843572,2020-01-18 23:34:15.843572,11.1,24,5.0,3294.0,False,Completed,,False
6009,326,17,14,Corrective,High,,2020-05-03,2020-05-03 12:17:40.188165,2020-05-04 06:41:40.188165,18.4,24,8.1,88668.0,False,Completed,Wear beyond tolerance,False
