calendar_id,equipment_id,component_id,event_type,window_start,failure_date,lead_window_days,midpoint,k,false_start_cutoff,false_start_decay_days
1221,207,7,Failure,2026-04-07,2026-05-09,32,0.75,12,,
1222,207,3,Failure,2025-06-05,2025-06-28,23,0.6,9,,
1223,207,1,Failure,2025-03-19,2025-04-02,14,0.55,10,,
1224,207,12,FalseStart,2025-02-23,,11,0.5,11,0.7,4
1225,207,3,FalseStart,2026-01-19,,15,0.6,9,0.55,6
1226,208,7,Failure,2026-06-03,2026-06-29,26,0.75,12,,
1227,208,2,Failure,2025-05-04,2025-05-15,11,0.5,10,,
1228,208,2,Failure,2025-05-24,2025-06-08,15,0.5,10,,
1229,208,10,Failure,2024-07-30,2024-08-18,19,0.6,9,,
1230,208,7,Failure,2025-11-03,2025-12-12,39,0.75,12,,
1231,208,2,FalseStart,2026-06-06,,9,0.5,10,0.64,6
1232,208,9,FalseStart,2024-09-27,,18,0.65,9,0.47,5
1233,210,2,Failure,2025-11-03,2025-11-18,15,0.5,10,,
1234,210,7,Failure,2025-12-09,2026-01-12,34,0.75,12,,
1235,210,5,Failure,2025-12-29,2026-01-08,10,0.45,12,,
1236,210,2,Failure,2026-02-28,2026-03-09,9,0.5,10,,
1237,210,11,Failure,2026-04-01,2026-04-13,12,0.55,10,,
1238,210,3,FalseStart,2025-07-24,,17,0.6,9,0.5,7
1239,210,6,FalseStart,2024-12-04,,18,0.6,10,0.46,8
1240,211,12,Failure,2025-08-06,2025-08-13,7,0.5,11,,
1241,211,5,Failure,2024-07-26,2024-07-31,5,0.45,12,,
1242,211,3,Failure,2026-03-31,2026-04-25,25,0.6,9,,
1243,211,3,Failure,2025-11-18,2025-12-08,20,0.6,9,,
1244,211,7,Failure,2026-05-23,2026-06-28,36,0.75,12,,
1245,211,10,FalseStart,2026-05-30,,19,0.6,9,0.43,8
1246,211,8,FalseStart,2025-11-12,,33,0.7,8,0.57,5
1247,213,3,Failure,2024-12-13,2024-12-27,14,0.6,9,,
1248,213,2,Failure,2024-12-30,2025-01-09,10,0.5,10,,
1249,213,7,Failure,2025-05-04,2025-06-05,32,0.75,12,,
1250,213,1,Failure,2024-07-15,2024-08-01,17,0.55,10,,
1251,213,7,Failure,2025-10-11,2025-11-11,31,0.75,12,,
1252,213,1,FalseStart,2025-07-07,,17,0.55,10,0.74,6
1253,213,5,FalseStart,2025-11-02,,5,0.45,12,0.61,8
1254,214,7,Failure,2025-06-05,2025-07-13,38,0.75,12,,
1255,214,2,Failure,2025-06-23,2025-07-05,12,0.5,10,,
1256,214,6,Failure,2024-08-25,2024-09-13,19,0.6,10,,
1257,214,11,FalseStart,2025-04-28,,11,0.55,10,0.57,7
1258,215,3,Failure,2025-03-02,2025-03-23,21,0.6,9,,
1259,215,5,Failure,2025-04-11,2025-04-20,9,0.45,12,,
1260,215,5,Failure,2025-11-05,2025-11-15,10,0.45,12,,
1261,215,7,Failure,2025-03-08,2025-04-07,30,0.75,12,,
1262,215,7,FalseStart,2025-09-25,,35,0.75,12,0.53,7
1263,216,12,Failure,2025-08-04,2025-08-13,9,0.5,11,,
1264,216,10,Failure,2025-08-16,2025-09-07,22,0.6,9,,
1265,216,4,Failure,2025-12-26,2026-01-04,9,0.5,11,,
1266,216,11,Failure,2026-02-03,2026-02-17,14,0.55,10,,
1267,216,3,Failure,2025-01-23,2025-02-08,16,0.6,9,,
1268,216,1,FalseStart,2024-08-31,,11,0.55,10,0.41,6
1269,216,12,FalseStart,2024-10-23,,7,0.5,11,0.72,7
1270,217,2,Failure,2026-06-09,2026-06-17,8,0.5,10,,
1271,217,1,Failure,2025-11-06,2025-11-21,15,0.55,10,,
1272,217,6,Failure,2026-05-03,2026-05-22,19,0.6,10,,
1273,217,8,FalseStart,2024-08-11,,27,0.7,8,0.61,8
1274,218,4,Failure,2024-10-29,2024-11-12,14,0.5,11,,
1275,218,4,Failure,2025-11-15,2025-11-28,13,0.5,11,,
1276,218,3,Failure,2025-11-24,2025-12-10,16,0.6,9,,
1277,218,8,Failure,2025-04-14,2025-05-19,35,0.7,8,,
1278,218,3,FalseStart,2025-03-12,,14,0.6,9,0.43,4
1279,219,6,Failure,2025-02-26,2025-03-09,11,0.6,10,,
1280,219,1,Failure,2024-08-10,2024-08-24,14,0.55,10,,
1281,219,4,Failure,2025-10-18,2025-11-01,14,0.5,11,,
1282,219,2,Failure,2025-03-23,2025-04-02,10,0.5,10,,
1283,219,1,FalseStart,2024-10-28,,11,0.55,10,0.7,4
1284,220,1,Failure,2026-03-04,2026-03-18,14,0.55,10,,
1285,220,5,Failure,2025-10-25,2025-10-31,6,0.45,12,,
1286,220,8,Failure,2025-10-07,2025-11-03,27,0.7,8,,
1287,220,8,FalseStart,2025-09-21,,26,0.7,8,0.65,8
1288,221,9,Failure,2025-11-19,2025-12-08,19,0.65,9,,
1289,221,1,Failure,2025-12-18,2025-12-31,13,0.55,10,,
1290,221,7,FalseStart,2026-03-22,,33,0.75,12,0.5,7
1291,222,8,Failure,2025-04-12,2025-05-16,34,0.7,8,,
1292,222,9,Failure,2025-09-03,2025-09-28,25,0.65,9,,
1293,222,3,Failure,2026-05-27,2026-06-16,20,0.6,9,,
1294,222,9,Failure,2025-09-12,2025-10-05,23,0.65,9,,
1295,222,3,Failure,2025-07-22,2025-08-13,22,0.6,9,,
1296,222,10,Failure,2025-07-19,2025-08-06,18,0.6,9,,
1297,222,1,Failure,2025-05-25,2025-06-11,17,0.55,10,,
1298,222,6,FalseStart,2026-03-10,,12,0.6,10,0.56,6
1299,222,10,FalseStart,2026-03-24,,15,0.6,9,0.49,8
1300,223,8,Failure,2025-12-23,2026-01-25,33,0.7,8,,
1301,223,9,Failure,2024-10-24,2024-11-19,26,0.65,9,,
1302,223,6,Failure,2025-03-25,2025-04-13,19,0.6,10,,
1303,223,8,Failure,2026-03-10,2026-04-12,33,0.7,8,,
1304,223,5,Failure,2025-07-07,2025-07-17,10,0.45,12,,
1305,223,2,FalseStart,2024-11-15,,9,0.5,10,0.54,4
1306,223,2,FalseStart,2024-07-20,,12,0.5,10,0.53,7
1307,224,1,Failure,2024-09-16,2024-10-03,17,0.55,10,,
1308,224,5,Failure,2025-12-07,2025-12-12,5,0.45,12,,
1309,224,8,Failure,2025-10-29,2025-11-25,27,0.7,8,,
1310,224,6,Failure,2026-03-19,2026-04-07,19,0.6,10,,
1311,224,2,Failure,2025-02-23,2025-03-05,10,0.5,10,,
1312,224,1,Failure,2025-04-29,2025-05-12,13,0.55,10,,
1313,224,6,FalseStart,2025-09-08,,19,0.6,10,0.57,8
1314,224,7,FalseStart,2026-01-03,,40,0.75,12,0.54,6
1315,225,12,Failure,2026-02-28,2026-03-08,8,0.5,11,,
1316,225,1,Failure,2025-03-20,2025-04-03,14,0.55,10,,
1317,225,7,Failure,2026-01-22,2026-02-20,29,0.75,12,,
1318,225,5,Failure,2025-09-21,2025-09-28,7,0.45,12,,
1319,225,11,Failure,2025-05-15,2025-05-25,10,0.55,10,,
1320,225,11,Failure,2024-11-27,2024-12-05,8,0.55,10,,
1321,225,3,Failure,2025-12-09,2025-12-28,19,0.6,9,,
1322,225,5,FalseStart,2024-07-29,,8,0.45,12,0.6,8
1323,225,9,FalseStart,2025-08-28,,29,0.65,9,0.6,7
1324,226,6,Failure,2025-05-26,2025-06-09,14,0.6,10,,
1325,226,2,Failure,2025-09-09,2025-09-21,12,0.5,10,,
1326,226,3,Failure,2025-09-21,2025-10-13,22,0.6,9,,
1327,226,4,Failure,2025-04-19,2025-04-26,7,0.5,11,,
1328,226,7,Failure,2024-09-23,2024-10-22,29,0.75,12,,
1329,226,11,Failure,2026-06-06,2026-06-15,9,0.55,10,,
1330,226,3,FalseStart,2024-12-13,,14,0.6,9,0.63,4
1331,226,11,FalseStart,2026-05-28,,13,0.55,10,0.73,8
1332,227,9,Failure,2026-06-18,2026-07-08,20,0.65,9,,
1333,227,11,Failure,2026-01-26,2026-02-09,14,0.55,10,,
1334,227,6,FalseStart,2025-12-13,,14,0.6,10,0.63,7
1335,228,1,Failure,2025-11-12,2025-11-28,16,0.55,10,,
1336,228,11,Failure,2026-02-11,2026-02-20,9,0.55,10,,
1337,228,7,Failure,2025-12-25,2026-01-24,30,0.75,12,,
1338,228,3,Failure,2024-09-12,2024-10-04,22,0.6,9,,
1339,228,7,FalseStart,2024-08-24,,36,0.75,12,0.64,6
1340,229,2,Failure,2026-03-13,2026-03-23,10,0.5,10,,
1341,229,7,Failure,2026-02-24,2026-03-29,33,0.75,12,,
1342,229,5,Failure,2024-08-22,2024-08-30,8,0.45,12,,
1343,229,4,Failure,2024-12-08,2024-12-21,13,0.5,11,,
1344,229,8,Failure,2024-11-07,2024-12-03,26,0.7,8,,
1345,229,4,FalseStart,2025-08-24,,14,0.5,11,0.66,5
1346,229,7,FalseStart,2025-06-29,,35,0.75,12,0.5,5
1347,230,5,Failure,2025-01-07,2025-01-15,8,0.45,12,,
1348,230,1,Failure,2024-12-15,2024-12-26,11,0.55,10,,
1349,230,3,Failure,2025-07-31,2025-08-19,19,0.6,9,,
1350,230,3,Failure,2025-07-14,2025-08-01,18,0.6,9,,
1351,230,3,FalseStart,2024-10-11,,16,0.6,9,0.54,6
1352,231,4,Failure,2025-09-20,2025-09-29,9,0.5,11,,
1353,231,11,Failure,2024-10-23,2024-11-03,11,0.55,10,,
1354,231,8,Failure,2025-08-06,2025-09-03,28,0.7,8,,
1355,231,11,Failure,2024-12-28,2025-01-11,14,0.55,10,,
1356,231,7,Failure,2024-08-06,2024-09-02,27,0.75,12,,
1357,231,4,Failure,2025-08-22,2025-09-03,12,0.5,11,,
1358,231,7,FalseStart,2025-11-20,,25,0.75,12,0.74,4
1359,231,9,FalseStart,2024-08-30,,18,0.65,9,0.57,4
1360,232,7,Failure,2026-04-01,2026-05-03,32,0.75,12,,
1361,232,2,Failure,2025-03-14,2025-03-29,15,0.5,10,,
1362,232,3,Failure,2025-06-14,2025-07-02,18,0.6,9,,
1363,232,4,Failure,2024-09-09,2024-09-19,10,0.5,11,,
1364,232,6,FalseStart,2024-09-27,,20,0.6,10,0.63,6
1365,233,9,Failure,2026-05-30,2026-06-28,29,0.65,9,,
1366,233,10,Failure,2024-08-29,2024-09-22,24,0.6,9,,
1367,233,7,Failure,2025-05-16,2025-06-22,37,0.75,12,,
1368,233,3,Failure,2025-04-28,2025-05-18,20,0.6,9,,
1369,233,8,Failure,2024-08-04,2024-09-04,31,0.7,8,,
1370,233,8,Failure,2026-05-29,2026-06-23,25,0.7,8,,
1371,233,1,FalseStart,2024-11-28,,17,0.55,10,0.43,7
1372,233,2,FalseStart,2025-12-08,,14,0.5,10,0.67,8
1373,234,3,Failure,2024-08-13,2024-09-07,25,0.6,9,,
1374,234,4,Failure,2026-05-10,2026-05-18,8,0.5,11,,
1375,234,5,Failure,2024-12-14,2024-12-23,9,0.45,12,,
1376,234,8,Failure,2025-04-04,2025-05-08,34,0.7,8,,
1377,234,12,FalseStart,2026-03-15,,7,0.5,11,0.66,5
1378,235,2,Failure,2026-03-04,2026-03-19,15,0.5,10,,
1379,235,12,Failure,2024-12-13,2024-12-18,5,0.5,11,,
1380,235,3,Failure,2026-01-09,2026-01-24,15,0.6,9,,
1381,235,5,Failure,2025-08-08,2025-08-15,7,0.45,12,,
1382,235,9,FalseStart,2025-11-16,,26,0.65,9,0.66,7
1383,236,4,Failure,2025-08-08,2025-08-15,7,0.5,11,,
1384,236,12,Failure,2026-01-17,2026-01-26,9,0.5,11,,
1385,236,12,Failure,2026-01-12,2026-01-17,5,0.5,11,,
1386,236,9,Failure,2026-02-20,2026-03-11,19,0.65,9,,
1387,236,5,Failure,2026-04-12,2026-04-21,9,0.45,12,,
1388,236,4,FalseStart,2026-05-30,,12,0.5,11,0.56,5
1389,236,9,FalseStart,2025-12-28,,25,0.65,9,0.55,4
1390,237,8,Failure,2025-11-08,2025-12-03,25,0.7,8,,
1391,237,12,Failure,2025-12-17,2025-12-27,10,0.5,11,,
1392,237,9,Failure,2025-08-09,2025-09-07,29,0.65,9,,
1393,237,4,Failure,2024-08-04,2024-08-18,14,0.5,11,,
1394,237,8,Failure,2025-04-12,2025-05-07,25,0.7,8,,
1395,237,11,Failure,2024-10-01,2024-10-11,10,0.55,10,,
1396,237,6,FalseStart,2026-05-14,,17,0.6,10,0.43,4
1397,237,11,FalseStart,2024-08-26,,15,0.55,10,0.5,7
1398,238,3,Failure,2026-06-02,2026-06-23,21,0.6,9,,
1399,239,10,Failure,2026-05-06,2026-05-27,21,0.6,9,,
1400,239,11,Failure,2024-10-28,2024-11-12,15,0.55,10,,
1401,239,2,Failure,2025-10-23,2025-11-02,10,0.5,10,,
1402,239,2,Failure,2025-04-08,2025-04-23,15,0.5,10,,
1403,239,6,Failure,2025-05-29,2025-06-10,12,0.6,10,,
1404,239,1,Failure,2026-05-22,2026-06-01,10,0.55,10,,
1405,239,2,Failure,2025-10-19,2025-11-02,14,0.5,10,,
1406,239,2,FalseStart,2025-10-28,,9,0.5,10,0.63,6
1407,239,12,FalseStart,2026-06-10,,9,0.5,11,0.66,8
1408,240,2,Failure,2025-01-04,2025-01-16,12,0.5,10,,
1409,240,1,Failure,2026-04-21,2026-05-03,12,0.55,10,,
1410,240,8,Failure,2026-02-07,2026-03-10,31,0.7,8,,
1411,240,1,FalseStart,2024-11-10,,10,0.55,10,0.53,5
1412,241,9,Failure,2025-02-05,2025-03-01,24,0.65,9,,
1413,241,4,Failure,2024-07-19,2024-08-02,14,0.5,11,,
1414,241,9,Failure,2024-08-14,2024-09-06,23,0.65,9,,
1415,241,8,Failure,2025-02-22,2025-03-26,32,0.7,8,,
1416,241,8,FalseStart,2025-10-19,,28,0.7,8,0.46,4
1417,242,11,Failure,2026-02-17,2026-02-26,9,0.55,10,,
1418,242,8,Failure,2025-12-05,2026-01-08,34,0.7,8,,
1419,242,5,Failure,2025-10-24,2025-10-29,5,0.45,12,,
1420,242,4,Failure,2026-04-22,2026-05-01,9,0.5,11,,
1421,242,12,Failure,2026-03-02,2026-03-12,10,0.5,11,,
1422,242,5,Failure,2025-04-13,2025-04-19,6,0.45,12,,
1423,242,5,Failure,2025-06-28,2025-07-06,8,0.45,12,,
1424,242,9,FalseStart,2026-04-03,,22,0.65,9,0.61,8
1425,242,11,FalseStart,2026-05-21,,11,0.55,10,0.46,7
1426,243,10,Failure,2025-04-30,2025-05-20,20,0.6,9,,
1427,243,7,Failure,2024-09-03,2024-10-08,35,0.75,12,,
1428,243,11,Failure,2024-09-11,2024-09-21,10,0.55,10,,
1429,243,7,Failure,2024-08-02,2024-09-10,39,0.75,12,,
1430,243,3,Failure,2026-04-15,2026-05-02,17,0.6,9,,
1431,243,1,Failure,2025-09-28,2025-10-15,17,0.55,10,,
1432,243,1,Failure,2026-05-02,2026-05-12,10,0.55,10,,
1433,243,7,FalseStart,2025-09-30,,27,0.75,12,0.57,8
1434,243,1,FalseStart,2024-12-14,,12,0.55,10,0.48,8
1435,244,4,Failure,2025-07-30,2025-08-10,11,0.5,11,,
1436,244,7,Failure,2025-10-31,2025-12-03,33,0.75,12,,
1437,244,8,Failure,2026-02-21,2026-03-19,26,0.7,8,,
1438,244,6,FalseStart,2026-01-18,,16,0.6,10,0.68,8
1439,245,12,Failure,2026-05-03,2026-05-13,10,0.5,11,,
1440,246,4,Failure,2025-01-22,2025-01-31,9,0.5,11,,
1441,246,12,Failure,2025-10-14,2025-10-20,6,0.5,11,,
1442,246,8,Failure,2025-08-27,2025-10-01,35,0.7,8,,
1443,246,4,FalseStart,2025-10-06,,7,0.5,11,0.48,6
1444,247,1,Failure,2025-08-02,2025-08-16,14,0.55,10,,
1445,247,7,Failure,2025-10-15,2025-11-15,31,0.75,12,,
1446,247,10,Failure,2025-05-10,2025-05-26,16,0.6,9,,
1447,247,5,Failure,2025-04-26,2025-05-06,10,0.45,12,,
1448,247,1,FalseStart,2026-04-01,,15,0.55,10,0.43,4
1449,248,8,Failure,2024-12-29,2025-02-01,34,0.7,8,,
1450,248,11,Failure,2024-10-10,2024-10-23,13,0.55,10,,
1451,248,3,Failure,2025-12-10,2025-12-25,15,0.6,9,,
1452,248,1,Failure,2026-04-19,2026-05-02,13,0.55,10,,
1453,248,5,Failure,2026-03-12,2026-03-18,6,0.45,12,,
1454,248,2,Failure,2025-08-14,2025-08-23,9,0.5,10,,
1455,248,5,FalseStart,2026-03-30,,7,0.45,12,0.65,4
1456,248,4,FalseStart,2024-10-21,,8,0.5,11,0.44,7
1457,249,3,Failure,2026-02-18,2026-03-13,23,0.6,9,,
1458,249,7,Failure,2024-12-07,2025-01-13,37,0.75,12,,
1459,249,4,Failure,2026-02-01,2026-02-10,9,0.5,11,,
1460,249,8,Failure,2024-07-21,2024-08-21,31,0.7,8,,
1461,249,7,Failure,2024-10-04,2024-10-31,27,0.75,12,,
1462,249,5,Failure,2024-09-06,2024-09-13,7,0.45,12,,
1463,249,11,Failure,2025-01-26,2025-02-10,15,0.55,10,,
1464,249,4,FalseStart,2025-12-16,,9,0.5,11,0.41,6
1465,249,1,FalseStart,2026-06-25,,12,0.55,10,0.54,8
1466,250,6,Failure,2025-08-15,2025-08-29,14,0.6,10,,
1467,250,8,Failure,2025-11-13,2025-12-04,21,0.7,8,,
1468,250,9,Failure,2024-12-03,2024-12-28,25,0.65,9,,
1469,250,2,Failure,2026-04-12,2026-04-24,12,0.5,10,,
1470,250,1,Failure,2025-02-20,2025-03-08,16,0.55,10,,
1471,250,8,FalseStart,2025-01-10,,22,0.7,8,0.62,8
1472,250,2,FalseStart,2025-03-25,,10,0.5,10,0.72,5
1473,251,1,Failure,2025-12-30,2026-01-12,13,0.55,10,,
1474,251,7,Failure,2026-06-09,2026-07-08,29,0.75,12,,
1475,251,3,FalseStart,2025-12-22,,25,0.6,9,0.7,6
1476,252,7,Failure,2026-01-26,2026-02-28,33,0.75,12,,
1477,252,11,Failure,2025-03-10,2025-03-24,14,0.55,10,,
1478,252,5,Failure,2024-09-05,2024-09-12,7,0.45,12,,
1479,252,3,Failure,2024-10-05,2024-10-26,21,0.6,9,,
1480,252,7,Failure,2025-04-20,2025-05-19,29,0.75,12,,
1481,252,2,Failure,2025-09-15,2025-09-23,8,0.5,10,,
1482,252,4,FalseStart,2024-09-14,,12,0.5,11,0.46,5
1483,252,5,FalseStart,2025-11-13,,5,0.45,12,0.56,6
1484,253,11,Failure,2025-12-02,2025-12-13,11,0.55,10,,
1485,253,12,Failure,2025-07-05,2025-07-17,12,0.5,11,,
1486,253,11,Failure,2024-11-02,2024-11-15,13,0.55,10,,
1487,253,4,Failure,2025-07-03,2025-07-12,9,0.5,11,,
1488,253,9,FalseStart,2025-05-03,,24,0.65,9,0.55,4
1489,254,6,Failure,2026-03-13,2026-03-23,10,0.6,10,,
1490,254,6,Failure,2025-07-24,2025-08-04,11,0.6,10,,
1491,254,8,Failure,2026-06-16,2026-07-06,20,0.7,8,,
1492,254,5,Failure,2026-05-16,2026-05-25,9,0.45,12,,
1493,254,11,FalseStart,2025-12-30,,15,0.55,10,0.59,6
1494,255,1,Failure,2025-10-18,2025-11-01,14,0.55,10,,
1495,255,8,Failure,2025-06-28,2025-08-02,35,0.7,8,,
1496,255,3,FalseStart,2026-01-14,,16,0.6,9,0.62,7
1497,256,5,Failure,2026-06-15,2026-06-20,5,0.45,12,,
1498,256,4,Failure,2024-10-11,2024-10-23,12,0.5,11,,
1499,256,6,Failure,2026-03-29,2026-04-15,17,0.6,10,,
1500,256,9,Failure,2025-12-08,2025-12-28,20,0.65,9,,
1501,256,7,Failure,2025-09-27,2025-10-30,33,0.75,12,,
1502,256,3,Failure,2025-11-04,2025-11-28,24,0.6,9,,
1503,256,9,FalseStart,2024-08-15,,19,0.65,9,0.75,5
1504,256,4,FalseStart,2024-12-21,,10,0.5,11,0.61,5
1505,257,11,Failure,2024-09-15,2024-09-24,9,0.55,10,,
1506,257,12,Failure,2024-11-19,2024-11-28,9,0.5,11,,
1507,257,7,Failure,2025-05-05,2025-06-14,40,0.75,12,,
1508,257,6,Failure,2024-12-12,2024-12-26,14,0.6,10,,
1509,257,9,Failure,2024-10-13,2024-11-08,26,0.65,9,,
1510,257,10,FalseStart,2025-12-20,,19,0.6,9,0.66,6
1511,257,3,FalseStart,2026-06-03,,16,0.6,9,0.5,8
1512,258,4,Failure,2024-10-05,2024-10-12,7,0.5,11,,
1513,258,4,Failure,2025-02-11,2025-02-25,14,0.5,11,,
1514,258,2,Failure,2025-04-14,2025-04-22,8,0.5,10,,
1515,258,4,Failure,2024-08-02,2024-08-10,8,0.5,11,,
1516,258,8,Failure,2024-12-07,2025-01-06,30,0.7,8,,
1517,258,6,FalseStart,2024-09-30,,18,0.6,10,0.42,5
1518,258,6,FalseStart,2025-03-09,,17,0.6,10,0.41,8
1519,259,6,Failure,2026-05-02,2026-05-21,19,0.6,10,,
1520,260,3,Failure,2026-03-25,2026-04-19,25,0.6,9,,
1521,261,1,Failure,2025-09-06,2025-09-18,12,0.55,10,,
1522,261,11,Failure,2026-02-28,2026-03-10,10,0.55,10,,
1523,261,1,Failure,2026-04-19,2026-04-30,11,0.55,10,,
1524,261,7,Failure,2025-12-17,2026-01-15,29,0.75,12,,
1525,261,7,Failure,2025-01-17,2025-02-22,36,0.75,12,,
1526,261,10,Failure,2026-03-29,2026-04-22,24,0.6,9,,
1527,261,10,Failure,2026-06-03,2026-06-20,17,0.6,9,,
1528,261,2,FalseStart,2026-02-01,,15,0.5,10,0.47,5
1529,261,1,FalseStart,2025-09-10,,15,0.55,10,0.63,8
1530,262,3,Failure,2025-11-05,2025-11-27,22,0.6,9,,
1531,262,1,Failure,2026-04-05,2026-04-16,11,0.55,10,,
1532,262,4,Failure,2026-01-03,2026-01-11,8,0.5,11,,
1533,262,6,Failure,2025-04-23,2025-05-03,10,0.6,10,,
1534,262,11,FalseStart,2025-08-21,,15,0.55,10,0.63,6
1535,263,6,Failure,2025-07-20,2025-08-02,13,0.6,10,,
1536,263,1,Failure,2025-01-21,2025-01-31,10,0.55,10,,
1537,263,4,Failure,2026-04-26,2026-05-10,14,0.5,11,,
1538,263,5,Failure,2025-11-03,2025-11-09,6,0.45,12,,
1539,263,2,Failure,2025-09-01,2025-09-13,12,0.5,10,,
1540,263,5,Failure,2024-10-03,2024-10-10,7,0.45,12,,
1541,263,8,FalseStart,2025-05-01,,26,0.7,8,0.49,4
1542,263,4,FalseStart,2025-08-04,,10,0.5,11,0.52,4
1543,264,10,Failure,2025-01-10,2025-02-04,25,0.6,9,,
1544,264,8,Failure,2026-06-11,2026-07-05,24,0.7,8,,
1545,264,11,Failure,2024-11-22,2024-11-30,8,0.55,10,,
1546,264,1,Failure,2025-05-25,2025-06-04,10,0.55,10,,
1547,264,7,FalseStart,2024-09-24,,37,0.75,12,0.69,4
1548,265,11,Failure,2025-12-13,2025-12-23,10,0.55,10,,
1549,265,3,Failure,2025-11-03,2025-11-22,19,0.6,9,,
1550,265,7,FalseStart,2025-08-22,,25,0.75,12,0.71,7
1551,266,2,Failure,2024-11-01,2024-11-14,13,0.5,10,,
1552,266,3,Failure,2025-02-19,2025-03-10,19,0.6,9,,
1553,266,8,Failure,2024-11-14,2024-12-07,23,0.7,8,,
1554,266,8,Failure,2024-09-15,2024-10-16,31,0.7,8,,
1555,266,12,FalseStart,2025-08-25,,8,0.5,11,0.58,8
1556,267,3,Failure,2026-04-14,2026-04-30,16,0.6,9,,
1557,267,9,Failure,2024-08-18,2024-09-08,21,0.65,9,,
1558,267,12,Failure,2024-08-17,2024-08-23,6,0.5,11,,
1559,267,11,FalseStart,2024-07-31,,12,0.55,10,0.63,6
1560,268,8,Failure,2025-11-20,2025-12-25,35,0.7,8,,
1561,268,1,Failure,2025-08-16,2025-08-26,10,0.55,10,,
1562,268,7,Failure,2025-01-04,2025-02-05,32,0.75,12,,
1563,268,11,Failure,2024-08-26,2024-09-08,13,0.55,10,,
1564,268,9,FalseStart,2025-09-19,,28,0.65,9,0.4,7
1565,269,12,Failure,2024-10-13,2024-10-22,9,0.5,11,,
1566,269,4,Failure,2025-12-05,2025-12-14,9,0.5,11,,
1567,269,4,Failure,2025-08-29,2025-09-10,12,0.5,11,,
1568,269,5,Failure,2026-06-16,2026-06-23,7,0.45,12,,
1569,269,8,FalseStart,2025-04-02,,22,0.7,8,0.68,8
1570,270,4,Failure,2024-11-19,2024-11-29,10,0.5,11,,
1571,270,5,Failure,2025-07-08,2025-07-18,10,0.45,12,,
1572,270,6,Failure,2026-02-09,2026-02-26,17,0.6,10,,
1573,270,7,Failure,2025-07-23,2025-08-27,35,0.75,12,,
1574,270,9,Failure,2025-02-25,2025-03-27,30,0.65,9,,
1575,270,11,Failure,2026-02-12,2026-02-21,9,0.55,10,,
1576,270,2,Failure,2025-02-16,2025-02-28,12,0.5,10,,
1577,270,2,FalseStart,2025-04-03,,9,0.5,10,0.71,6
1578,270,7,FalseStart,2025-09-27,,27,0.75,12,0.44,7
1579,271,12,Failure,2025-11-30,2025-12-06,6,0.5,11,,
1580,271,2,Failure,2024-08-31,2024-09-14,14,0.5,10,,
1581,271,3,Failure,2026-02-27,2026-03-20,21,0.6,9,,
1582,271,12,Failure,2025-06-04,2025-06-12,8,0.5,11,,
1583,271,8,Failure,2025-08-30,2025-09-21,22,0.7,8,,
1584,271,1,FalseStart,2024-12-01,,11,0.55,10,0.72,6
1585,271,1,FalseStart,2025-02-03,,11,0.55,10,0.42,6
1586,272,1,Failure,2026-01-12,2026-01-24,12,0.55,10,,
1587,272,11,Failure,2024-12-18,2025-01-02,15,0.55,10,,
1588,272,1,Failure,2026-03-19,2026-04-03,15,0.55,10,,
1589,272,2,Failure,2025-12-23,2026-01-03,11,0.5,10,,
1590,272,3,FalseStart,2025-06-21,,23,0.6,9,0.42,7
1591,273,3,Failure,2024-10-03,2024-10-22,19,0.6,9,,
1592,273,5,Failure,2025-12-08,2025-12-15,7,0.45,12,,
1593,273,8,Failure,2025-04-20,2025-05-13,23,0.7,8,,
1594,273,7,Failure,2026-06-01,2026-07-06,35,0.75,12,,
1595,273,8,Failure,2026-04-07,2026-05-08,31,0.7,8,,
1596,273,6,Failure,2025-05-30,2025-06-12,13,0.6,10,,
1597,273,2,FalseStart,2025-10-25,,14,0.5,10,0.61,4
1598,273,4,FalseStart,2026-01-25,,11,0.5,11,0.69,8
1599,274,12,Failure,2024-09-23,2024-09-29,6,0.5,11,,
1600,274,11,Failure,2025-05-05,2025-05-20,15,0.55,10,,
1601,274,7,Failure,2026-03-31,2026-05-03,33,0.75,12,,
1602,274,4,Failure,2026-03-09,2026-03-22,13,0.5,11,,
1603,274,7,Failure,2024-10-09,2024-11-13,35,0.75,12,,
1604,274,12,Failure,2025-03-02,2025-03-08,6,0.5,11,,
1605,274,7,Failure,2026-04-14,2026-05-20,36,0.75,12,,
1606,274,3,FalseStart,2025-02-03,,24,0.6,9,0.4,8
1607,274,1,FalseStart,2025-10-29,,15,0.55,10,0.46,5
1608,275,2,Failure,2025-03-09,2025-03-21,12,0.5,10,,
1609,275,8,Failure,2024-08-07,2024-08-27,20,0.7,8,,
1610,275,8,Failure,2025-12-25,2026-01-15,21,0.7,8,,
1611,275,4,Failure,2026-01-31,2026-02-11,11,0.5,11,,
1612,275,12,Failure,2025-11-16,2025-11-22,6,0.5,11,,
1613,275,6,Failure,2025-08-12,2025-08-27,15,0.6,10,,
1614,275,3,Failure,2025-02-26,2025-03-16,18,0.6,9,,
1615,275,10,FalseStart,2024-11-04,,20,0.6,9,0.43,8
1616,275,6,FalseStart,2025-08-27,,19,0.6,10,0.63,5
1617,276,1,Failure,2024-08-11,2024-08-29,18,0.55,10,,
1618,276,9,Failure,2024-11-09,2024-12-04,25,0.65,9,,
